date,region,category,price,quantity,revenue
2023-04-20 12:52:34.651550516,West,B,39.26,3,112.78
2023-04-20 18:43:05.661887296,North,B,42.27,3,120.97
2023-04-21 00:33:36.672224074,West,B,75.58,9,689.29
2023-04-21 06:24:07.682560854,East,B,95.19,3,293.32
2023-04-21 12:14:38.692897632,South,C,31.32,1,30.12
2023-04-21 18:05:09.703234412,West,C,94.92,1,87.87
2023-04-21 23:55:40.713571190,East,D,18.63,1,18.93
2023-04-22 05:46:11.723907970,South,C,62.33,6,368.02
2023-04-22 11:36:42.734244748,East,A,21.01,1,21.64
2023-04-22 17:27:13.744581526,North,C,40.53,5,207.94
2023-04-22 23:17:44.754918306,South,A,84.58,5,407.4
2023-04-23 05:08:15.765255084,East,C,41.03,9,321.24
2023-04-23 10:58:46.775591864,South,B,51.42,9,441.18
2023-04-23 16:49:17.785928642,East,D,16.24,3,48.42
2023-04-23 22:39:48.796265422,East,B,41.19,7,306.05
2023-04-24 04:30:19.806602200,West,C,26.97,7,192.06
2023-04-24 10:20:50.816938980,West,A,25.38,8,198.69
2023-04-24 16:11:21.827275758,North,D,26.5,9,241.89
2023-04-24 22:01:52.837612538,North,A,22.7,8,172.93
2023-04-25 03:52:23.847949316,West,A,49.22,9,435.42
2023-04-25 09:42:54.858286096,East,C,16.89,4,67.54
2023-04-25 15:33:25.868622874,South,D,21.4,10,216.65
2023-04-25 21:23:56.878959652,East,C,80.91,7,556.09
2023-04-26 03:14:27.889296432,North,C,48.95,10,496.44
2023-04-26 09:04:58.899633210,North,A,75.69,5,418.02
2023-04-26 14:55:29.909969990,West,B,30.82,6,175.42
2023-04-26 20:46:00.920306768,North,B,53.36,7,376.68
2023-04-27 02:36:31.930643548,East,B,69.47,10,687.95
2023-04-27 08:27:02.940980326,North,A,42.1,2,82.7
2023-04-27 14:17:33.951317106,North,A,68.46,1,68.7
2023-04-27 20:08:04.961653884,South,C,59.9,7,414.0
2023-04-28 01:58:35.971990664,North,D,84.93,3,244.98
2023-04-28 07:49:06.982327442,East,B,24.29,8,185.95
2023-04-28 13:39:37.992664222,East,D,93.84,8,668.09
2023-04-28 19:30:09.003001000,West,A,13.34,5,66.11
2023-04-29 01:20:40.013337780,North,A,76.73,1,71.2
2023-04-29 07:11:11.023674558,South,D,40.06,8,318.74
2023-04-29 13:01:42.034011336,West,D,75.42,9,696.49
2023-04-29 18:52:13.044348116,East,D,90.87,4,338.92
2023-04-30 00:42:44.054684894,East,B,21.17,5,103.04
2023-04-30 06:33:15.065021674,North,A,23.12,4,98.44
2023-04-30 12:23:46.075358452,North,D,59.41,3,177.38
2023-04-30 18:14:17.085695232,West,A,34.62,10,352.51
2023-05-01 00:04:48.096032010,North,B,51.09,6,281.79
2023-05-01 05:55:19.106368790,East,A,27.32,4,113.12
2023-05-01 11:45:50.116705568,North,B,98.05,6,598.93
2023-05-01 17:36:21.127042348,North,C,10.28,7,68.55
2023-05-01 23:26:52.137379126,North,B,79.93,8,658.98
2023-05-02 05:17:23.147715906,South,A,17.82,3,48.4
2023-05-02 11:07:54.158052684,South,A,51.41,9,475.76
2023-05-02 16:58:25.168389462,South,A,80.54,10,770.62
2023-05-02 22:48:56.178726242,West,D,33.28,5,166.71
2023-05-03 04:39:27.189063020,West,C,51.75,5,261.95
2023-05-03 10:29:58.199399800,East,A,46.86,7,334.6
2023-05-03 16:20:29.209736578,South,C,67.79,2,136.56
2023-05-03 22:11:00.220073358,North,D,22.59,10,226.29
2023-05-04 04:01:31.230410136,North,B,48.04,4,189.94
2023-05-04 09:52:02.240746916,South,C,86.28,1,86.24
2023-05-04 15:42:33.251083694,West,B,83.1,3,276.73
2023-05-04 21:33:04.261420474,North,B,42.41,5,204.42
2023-05-05 03:23:35.271757252,South,B,53.33,5,246.87
2023-05-05 09:14:06.282094032,South,A,97.98,8,726.69
2023-05-05 15:04:37.292430810,South,D,31.0,9,273.8
2023-05-05 20:55:08.302767588,North,B,13.61,7,93.34
2023-05-06 02:45:39.313104368,East,C,57.74,3,179.91
2023-05-06 08:36:10.323441146,North,C,87.64,3,292.17
2023-05-06 14:26:41.333777926,North,D,25.82,8,228.98
2023-05-06 20:17:12.344114704,North,B,98.57,1,98.01
2023-05-07 02:07:43.354451484,South,A,79.84,9,723.79
2023-05-07 07:58:14.364788262,South,D,42.84,10,462.18
2023-05-07 13:48:45.375125042,North,C,20.05,5,97.66
2023-05-07 19:39:16.385461820,East,B,72.66,7,596.72
2023-05-08 01:29:47.395798600,East,D,51.3,3,142.54
2023-05-08 07:20:18.406135378,South,B,21.35,6,125.08
2023-05-08 13:10:49.416472158,East,C,22.79,3,66.26
2023-05-08 19:01:20.426808936,South,C,83.85,4,338.23
2023-05-09 00:51:51.437145714,West,A,59.02,5,337.11
2023-05-09 06:42:22.447482494,South,A,13.58,10,143.47
2023-05-09 12:32:53.457819272,South,A,59.24,2,117.07
2023-05-09 18:23:24.468156052,North,C,75.31,3,244.63
2023-05-10 00:13:55.478492830,South,A,47.95,2,98.51
2023-05-10 06:04:26.488829610,South,C,96.13,1,98.02
2023-05-10 11:54:57.499166388,North,C,57.27,6,341.12
2023-05-10 17:45:28.509503168,East,A,97.95,8,732.43
2023-05-10 23:35:59.519839946,North,D,45.77,1,46.85
2023-05-11 05:26:30.530176726,East,C,93.16,1,88.97
2023-05-11 11:17:01.540513504,East,A,61.97,3,177.82
2023-05-11 17:07:32.550850284,East,A,95.46,6,605.38
2023-05-11 22:58:03.561187062,North,D,32.61,8,247.63
2023-05-12 04:48:34.571523840,North,B,68.21,1,64.61
2023-05-12 10:39:05.581860620,North,B,72.17,7,511.41
2023-05-12 16:29:36.592197398,North,D,51.81,7,360.1
2023-05-12 22:20:07.602534178,North,B,58.22,5,299.95
2023-05-13 04:10:38.612870956,East,B,57.17,10,540.34
2023-05-13 10:01:09.623207736,South,A,24.78,9,222.06
2023-05-13 15:51:40.633544514,East,C,98.2,6,571.33
2023-05-13 21:42:11.643881294,North,D,93.47,1,91.72
2023-05-14 03:32:42.654218072,East,D,88.27,8,763.61
2023-05-14 09:23:13.664554852,North,D,34.8,2,68.2
2023-05-14 15:13:44.674891630,North,A,91.41,5,480.48
2023-05-14 21:04:15.685228410,North,D,37.54,2,68.65
2023-05-15 02:54:46.695565188,South,B,85.17,10,878.53
2023-05-15 08:45:17.705901968,North,A,97.41,5,493.52
2023-05-15 14:35:48.716238746,South,D,89.22,8,711.95
2023-05-15 20:26:19.726575524,North,A,83.25,3,259.96
2023-05-16 02:16:50.736912304,East,B,98.57,7,760.94
2023-05-16 08:07:21.747249082,East,C,36.62,4,152.14
2023-05-16 13:57:52.757585862,West,D,74.25,1,81.62
2023-05-16 19:48:23.767922640,East,D,37.31,6,216.31
2023-05-17 01:38:54.778259420,North,A,63.24,3,167.67
2023-05-17 07:29:25.788596198,East,B,75.17,10,762.53
2023-05-17 13:19:56.798932978,East,A,55.36,9,523.01
2023-05-17 19:10:27.809269756,East,C,59.02,6,388.72
2023-05-18 01:00:58.819606536,South,B,36.42,1,35.7
2023-05-18 06:51:29.829943314,East,A,76.2,5,389.85
2023-05-18 12:42:00.840280094,West,D,48.51,10,525.14
2023-05-18 18:32:31.850616872,South,C,47.88,6,298.83
2023-05-19 00:23:02.860953650,West,A,45.43,6,248.36
2023-05-19 06:13:33.871290430,North,A,53.03,5,261.93
2023-05-19 12:04:04.881627208,North,B,65.35,3,203.34
2023-05-19 17:54:35.891963988,North,D,14.27,10,143.68
2023-05-19 23:45:06.902300766,East,C,41.38,10,428.86
2023-05-20 05:35:37.912637546,West,D,11.33,9,102.0
2023-05-20 11:26:08.922974324,East,B,85.02,8,682.77
2023-05-20 17:16:39.933311104,East,B,33.45,4,136.71
2023-05-20 23:07:10.943647882,West,B,88.1,2,173.27
2023-05-21 04:57:41.953984662,West,A,20.78,1,20.57
2023-05-21 10:48:12.964321440,South,D,46.36,8,374.23
2023-05-21 16:38:43.974658220,East,B,94.08,7,641.92
2023-05-21 22:29:14.984994998,North,B,71.03,4,269.35
2023-05-22 04:19:45.995331776,East,D,68.6,1,68.15
2023-05-22 10:10:17.005668556,East,B,81.82,8,630.86
2023-05-22 16:00:48.016005334,East,B,46.4,8,350.86
2023-05-22 21:51:19.026342114,East,A,97.71,9,918.21
2023-05-23 03:41:50.036678892,South,A,42.31,1,40.52
2023-05-23 09:32:21.047015672,North,B,68.35,6,426.04
2023-05-23 15:22:52.057352450,North,A,29.16,7,202.18
2023-05-23 21:13:23.067689230,North,C,25.29,9,227.82
2023-05-24 03:03:54.078026008,East,D,65.25,1,68.3
2023-05-24 08:54:25.088362788,North,D,18.85,7,124.04
2023-05-24 14:44:56.098699566,East,A,97.77,5,481.87
2023-05-24 20:35:27.109036346,West,D,24.39,3,77.53
2023-05-25 02:25:58.119373124,South,C,91.9,9,853.0
2023-05-25 08:16:29.129709902,South,C,39.05,9,358.39
2023-05-25 14:07:00.140046682,South,D,57.97,7,376.62
2023-05-25 19:57:31.150383460,South,D,22.06,4,75.23
2023-05-26 01:48:02.160720240,South,B,42.88,7,291.28
2023-05-26 07:38:33.171057018,South,C,73.64,7,508.04
2023-05-26 13:29:04.181393798,East,D,73.21,9,687.31
2023-05-26 19:19:35.191730576,South,C,18.15,3,54.47
2023-05-27 01:10:06.202067356,North,B,30.52,7,238.8
2023-05-27 07:00:37.212404134,North,C,29.43,4,125.69
2023-05-27 12:51:08.222740914,South,C,36.79,7,271.47
2023-05-27 18:41:39.233077692,East,D,18.66,9,166.26
2023-05-28 00:32:10.243414472,West,B,59.37,4,236.67
2023-05-28 06:22:41.253751250,West,C,53.74,1,49.88
2023-05-28 12:13:12.264088030,West,C,46.13,3,134.16
2023-05-28 18:03:43.274424808,West,A,21.62,10,224.34
2023-05-28 23:54:14.284761586,North,A,55.39,1,53.95
2023-05-29 05:44:45.295098366,North,C,75.36,8,594.09
2023-05-29 11:35:16.305435144,South,A,37.91,5,174.92
2023-05-29 17:25:47.315771924,South,D,55.67,8,450.38
2023-05-29 23:16:18.326108702,East,D,74.41,3,231.0
2023-05-30 05:06:49.336445482,South,C,86.21,4,297.97
2023-05-30 10:57:20.346782260,West,B,17.45,1,18.13
2023-05-30 16:47:51.357119040,West,C,25.8,6,141.59
2023-05-30 22:38:22.367455818,South,A,19.91,6,117.2
2023-05-31 04:28:53.377792598,South,D,54.21,8,426.63
2023-05-31 10:19:24.388129376,South,C,44.29,2,83.32
2023-05-31 16:09:55.398466156,South,C,10.74,9,97.0
2023-05-31 22:00:26.408802934,East,C,47.78,8,366.78
2023-06-01 03:50:57.419139712,South,A,13.85,6,83.37
2023-06-01 09:41:28.429476492,South,D,99.86,5,473.13
2023-06-01 15:31:59.439813270,South,D,23.44,6,141.49
2023-06-01 21:22:30.450150050,South,D,11.97,7,81.45
2023-06-02 03:13:01.460486828,South,C,23.7,1,22.59
2023-06-02 09:03:32.470823608,North,B,64.24,3,196.28
2023-06-02 14:54:03.481160386,North,B,88.51,7,588.44
2023-06-02 20:44:34.491497166,West,A,50.72,4,216.73
2023-06-03 02:35:05.501833944,South,A,49.2,2,102.02
2023-06-03 08:25:36.512170724,West,A,30.27,10,337.15
2023-06-03 14:16:07.522507502,North,A,13.85,4,58.5
2023-06-03 20:06:38.532844282,West,A,82.33,4,329.82
2023-06-04 01:57:09.543181060,North,A,39.38,10,402.23
2023-06-04 07:47:40.553517838,North,B,96.81,3,262.45
2023-06-04 13:38:11.563854618,North,A,27.34,8,199.14
2023-06-04 19:28:42.574191396,North,B,53.78,3,155.78
2023-06-05 01:19:13.584528176,West,C,33.54,7,248.13
2023-06-05 07:09:44.594864954,East,D,93.77,2,177.57
2023-06-05 13:00:15.605201734,West,A,16.92,1,18.37
2023-06-05 18:50:46.615538512,North,B,30.7,3,94.79
2023-06-06 00:41:17.625875292,North,A,20.34,7,145.28
2023-06-06 06:31:48.636212070,East,D,75.4,6,452.54
2023-06-06 12:22:19.646548850,North,A,72.38,3,216.97
2023-06-06 18:12:50.656885628,South,D,10.28,5,52.78
2023-06-07 00:03:21.667222408,West,A,71.24,2,149.66
2023-06-07 05:53:52.677559186,South,A,35.23,9,335.06
2023-06-07 11:44:23.687895964,West,A,56.2,7,396.92
2023-06-07 17:34:54.698232744,East,A,75.35,6,485.55
2023-06-07 23:25:25.708569522,East,A,71.54,7,539.19
2023-06-08 05:15:56.718906302,East,B,33.23,5,160.53
2023-06-08 11:06:27.729243080,East,A,33.72,7,256.91
2023-06-08 16:56:58.739579860,South,A,43.07,6,242.41
2023-06-08 22:47:29.749916638,North,C,73.82,8,565.55
2023-06-09 04:38:00.760253418,East,B,66.26,10,682.26
2023-06-09 10:28:31.770590196,East,A,86.7,4,350.72
2023-06-09 16:19:02.780926976,West,C,57.27,10,652.38
2023-06-09 22:09:33.791263754,East,D,93.58,1,96.61
2023-06-10 04:00:04.801600534,North,D,38.22,9,327.09
2023-06-10 09:50:35.811937312,South,B,61.97,8,537.94
2023-06-10 15:41:06.822274092,South,D,10.98,2,22.73
2023-06-10 21:31:37.832610870,South,D,73.12,2,128.07
2023-06-11 03:22:08.842947648,South,A,34.99,10,367.62
2023-06-11 09:12:39.853284428,North,A,34.07,8,290.55
2023-06-11 15:03:10.863621206,North,D,49.35,7,340.47
2023-06-11 20:53:41.873957986,East,C,14.97,7,103.72
2023-06-12 02:44:12.884294764,South,B,86.51,2,160.44
2023-06-12 08:34:43.894631544,West,D,77.85,2,159.34
2023-06-12 14:25:14.904968322,East,C,57.04,2,119.63
2023-06-12 20:15:45.915305102,South,B,29.31,3,94.53
2023-06-13 02:06:16.925641880,West,D,90.15,7,626.94
2023-06-13 07:56:47.935978660,West,C,96.73,8,792.62
2023-06-13 13:47:18.946315438,West,B,27.38,4,102.24
2023-06-13 19:37:49.956652218,North,D,37.57,2,71.63
2023-06-14 01:28:20.966988996,West,D,86.82,8,720.22
2023-06-14 07:18:51.977325774,North,B,99.65,7,663.85
2023-06-14 13:09:22.987662554,West,B,48.2,3,154.62
2023-06-14 18:59:53.997999332,East,D,81.42,2,146.48
2023-06-15 00:50:25.008336112,East,B,18.18,2,34.47
2023-06-15 06:40:56.018672890,East,A,60.43,2,117.62
2023-06-15 12:31:27.029009670,West,B,28.55,10,304.7
2023-06-15 18:21:58.039346448,South,A,83.26,4,339.87
2023-06-16 00:12:29.049683228,East,A,30.8,4,118.35
2023-06-16 06:03:00.060020006,East,D,30.5,6,182.52
2023-06-16 11:53:31.070356786,South,C,73.86,1,73.32
2023-06-16 17:44:02.080693564,West,A,64.36,4,246.29
2023-06-16 23:34:33.091030344,South,B,20.98,10,197.33
2023-06-17 05:25:04.101367122,North,B,87.44,7,542.26
2023-06-17 11:15:35.111703900,North,D,36.51,9,350.66
2023-06-17 17:06:06.122040680,North,A,61.88,5,288.11
2023-06-17 22:56:37.132377458,West,A,64.68,7,393.58
2023-06-18 04:47:08.142714238,South,D,53.52,3,166.32
2023-06-18 10:37:39.153051016,West,B,28.66,3,88.37
2023-06-18 16:28:10.163387796,South,B,98.9,8,769.18
2023-06-18 22:18:41.173724574,West,D,25.14,4,95.7
2023-06-19 04:09:12.184061354,East,A,84.66,8,708.95
2023-06-19 09:59:43.194398132,West,A,24.54,3,73.6
2023-06-19 15:50:14.204734912,East,C,59.44,9,609.28
2023-06-19 21:40:45.215071690,East,C,31.18,4,121.16
2023-06-20 03:31:16.225408470,West,B,98.73,5,509.48
2023-06-20 09:21:47.235745248,North,A,17.41,8,140.87
2023-06-20 15:12:18.246082026,North,A,44.03,2,89.84
2023-06-20 21:02:49.256418806,West,C,93.12,9,821.46
2023-06-21 02:53:20.266755584,West,B,28.56,7,206.9
2023-06-21 08:43:51.277092364,North,D,89.48,5,458.44
2023-06-21 14:34:22.287429142,East,B,33.58,3,98.35
2023-06-21 20:24:53.297765922,South,B,35.88,9,316.78
2023-06-22 02:15:24.308102700,East,B,74.67,8,591.82
2023-06-22 08:05:55.318439480,West,A,62.14,4,242.52
2023-06-22 13:56:26.328776258,West,D,29.43,7,205.82
2023-06-22 19:46:57.339113038,South,B,91.24,1,92.88
2023-06-23 01:37:28.349449816,North,C,74.08,3,234.44
2023-06-23 07:27:59.359786596,North,D,71.12,2,131.73
2023-06-23 13:18:30.370123374,North,A,30.77,3,90.09
2023-06-23 19:09:01.380460154,North,D,11.51,9,99.61
2023-06-24 00:59:32.390796932,South,B,10.57,6,57.89
2023-06-24 06:50:03.401133710,North,C,82.99,6,483.67
2023-06-24 12:40:34.411470490,South,A,35.53,2,71.95
2023-06-24 18:31:05.421807268,North,D,60.93,4,232.87
2023-06-25 00:21:36.432144048,West,D,96.87,8,750.7
2023-06-25 06:12:07.442480826,South,A,33.16,6,219.58
2023-06-25 12:02:38.452817606,West,B,38.41,9,356.1
2023-06-25 17:53:09.463154384,East,B,29.54,1,32.14
2023-06-25 23:43:40.473491164,West,A,37.16,6,215.95
2023-06-26 05:34:11.483827942,West,B,22.44,8,189.43
2023-06-26 11:24:42.494164722,West,C,84.2,4,358.8
2023-06-26 17:15:13.504501500,East,C,23.35,3,71.29
2023-06-26 23:05:44.514838280,East,C,86.13,9,792.51
2023-06-27 04:56:15.525175058,East,D,56.29,1,58.83
2023-06-27 10:46:46.535511836,West,A,99.92,3,316.73
2023-06-27 16:37:17.545848616,South,C,88.37,6,555.47
2023-06-27 22:27:48.556185394,South,D,89.05,10,892.26
2023-06-28 04:18:19.566522174,North,A,97.2,4,362.79
2023-06-28 10:08:50.576858952,South,A,41.63,5,190.54
2023-06-28 15:59:21.587195732,East,B,40.77,10,414.74
2023-06-28 21:49:52.597532510,South,B,34.82,8,295.42
2023-06-29 03:40:23.607869290,West,B,47.07,5,255.68
2023-06-29 09:30:54.618206068,West,B,52.89,9,476.95
2023-06-29 15:21:25.628542848,North,C,45.64,10,499.68
2023-06-29 21:11:56.638879626,North,B,74.59,5,367.28
2023-06-30 03:02:27.649216406,North,C,26.94,5,143.24
2023-06-30 08:52:58.659553184,East,B,16.36,9,153.24
2023-06-30 14:43:29.669889962,North,C,12.89,5,69.08
2023-06-30 20:34:00.680226742,West,C,61.43,6,353.09
2023-07-01 02:24:31.690563520,North,D,31.3,7,216.24
2023-07-01 08:15:02.700900300,West,C,37.58,9,353.28
2023-07-01 14:05:33.711237078,East,C,82.06,6,526.11
2023-07-01 19:56:04.721573858,South,C,85.81,9,757.16
2023-07-02 01:46:35.731910636,East,C,88.66,1,88.91
2023-07-02 07:37:06.742247416,West,B,57.7,1,56.63
2023-07-02 13:27:37.752584194,East,C,30.43,6,190.85
2023-07-02 19:18:08.762920974,South,B,85.73,5,424.4
2023-07-03 01:08:39.773257752,North,D,89.28,1,92.63
2023-07-03 06:59:10.783594532,North,A,89.92,2,190.11
2023-07-03 12:49:41.793931310,West,D,11.74,4,46.95
2023-07-03 18:40:12.804268088,West,A,61.75,2,117.52
2023-07-04 00:30:43.814604868,West,A,98.84,4,392.76
2023-07-04 06:21:14.824941646,East,A,66.25,5,368.55
2023-07-04 12:11:45.835278426,North,D,56.6,9,533.85
2023-07-04 18:02:16.845615204,East,B,74.27,4,316.84
2023-07-04 23:52:47.855951984,South,B,58.76,9,553.89
2023-07-05 05:43:18.866288762,South,A,51.18,10,499.41
2023-07-05 11:33:49.876625542,West,D,63.86,8,503.01
2023-07-05 17:24:20.886962320,South,B,48.76,5,246.72
2023-07-05 23:14:51.897299100,East,D,95.94,2,192.58
2023-07-06 05:05:22.907635878,North,C,73.47,9,724.56
2023-07-06 10:55:53.917972658,East,B,37.86,4,151.41
2023-07-06 16:46:24.928309436,East,C,94.83,1,90.53
2023-07-06 22:36:55.938646216,West,C,36.52,6,231.77
2023-07-07 04:27:26.948982994,North,B,90.53,5,455.31
2023-07-07 10:17:57.959319772,South,B,11.58,2,22.62
2023-07-07 16:08:28.969656552,West,A,14.27,8,116.9
2023-07-07 21:58:59.979993330,West,C,62.42,5,305.29
2023-07-08 03:49:30.990330110,East,B,28.76,6,174.1
2023-07-08 09:40:02.000666888,South,D,62.33,2,125.19
2023-07-08 15:30:33.011003668,South,D,98.53,9,955.51
2023-07-08 21:21:04.021340446,West,C,66.24,4,244.51
2023-07-09 03:11:35.031677226,West,A,83.41,10,799.05
2023-07-09 09:02:06.042014004,North,A,68.61,8,554.11
2023-07-09 14:52:37.052350784,North,C,94.37,7,687.21
2023-07-09 20:43:08.062687562,South,D,16.19,6,102.66
2023-07-10 02:33:39.073024342,East,C,82.29,6,480.98
2023-07-10 08:24:10.083361120,West,B,36.14,2,77.21
2023-07-10 14:14:41.093697898,West,A,26.37,6,146.81
2023-07-10 20:05:12.104034678,East,A,15.58,1,15.57
2023-07-11 01:55:43.114371456,West,A,63.0,5,324.46
2023-07-11 07:46:14.124708236,West,D,10.07,7,70.79
2023-07-11 13:36:45.135045014,West,A,14.93,1,13.81
2023-07-11 19:27:16.145381794,East,C,84.74,10,886.22
2023-07-12 01:17:47.155718572,South,D,79.13,2,158.97
2023-07-12 07:08:18.166055352,South,B,92.49,2,194.93
2023-07-12 12:58:49.176392130,South,D,89.48,7,611.45
2023-07-12 18:49:20.186728910,South,C,78.08,9,721.06
2023-07-13 00:39:51.197065688,West,D,65.89,8,504.99
2023-07-13 06:30:22.207402468,North,C,41.56,1,43.2
2023-07-13 12:20:53.217739246,East,B,49.42,8,417.74
2023-07-13 18:11:24.228076024,West,A,89.87,1,84.47
2023-07-14 00:01:55.238412804,South,D,57.22,4,219.82
2023-07-14 05:52:26.248749582,South,A,43.34,9,396.04
2023-07-14 11:42:57.259086362,West,B,16.72,2,34.86
2023-07-14 17:33:28.269423140,East,C,13.18,3,42.96
2023-07-14 23:23:59.279759920,West,D,70.32,10,711.81
2023-07-15 05:14:30.290096698,East,A,63.31,5,313.61
2023-07-15 11:05:01.300433478,East,A,96.27,10,972.4
2023-07-15 16:55:32.310770256,West,A,65.27,10,586.32
2023-07-15 22:46:03.321107036,West,A,47.17,1,46.02
2023-07-16 04:36:34.331443814,South,D,59.39,4,255.9
2023-07-16 10:27:05.341780594,West,A,94.59,3,292.24
2023-07-16 16:17:36.352117372,North,D,20.07,10,207.67
2023-07-16 22:08:07.362454150,East,C,60.19,1,56.26
2023-07-17 03:58:38.372790930,West,C,38.82,3,109.15
2023-07-17 09:49:09.383127708,North,A,33.34,1,33.44
2023-07-17 15:39:40.393464488,East,A,71.78,9,618.59
2023-07-17 21:30:11.403801266,North,D,62.17,9,495.18
2023-07-18 03:20:42.414138046,West,D,46.26,6,305.91
2023-07-18 09:11:13.424474824,North,B,89.53,5,478.75
2023-07-18 15:01:44.434811604,South,A,77.1,5,388.67
2023-07-18 20:52:15.445148382,East,C,65.17,9,546.93
2023-07-19 02:42:46.455485162,East,A,79.82,5,369.17
2023-07-19 08:33:17.465821940,North,B,40.55,6,246.86
2023-07-19 14:23:48.476158720,South,B,31.36,9,272.26
2023-07-19 20:14:19.486495498,East,A,78.04,8,673.62
2023-07-20 02:04:50.496832276,South,C,66.82,8,549.71
2023-07-20 07:55:21.507169056,South,A,58.28,6,328.15
2023-07-20 13:45:52.517505834,South,B,87.96,3,274.38
2023-07-20 19:36:23.527842614,East,B,92.05,1,84.8
2023-07-21 01:26:54.538179392,East,B,88.23,4,360.65
2023-07-21 07:17:25.548516172,West,C,47.81,10,494.18
2023-07-21 13:07:56.558852950,North,A,89.35,7,648.26
2023-07-21 18:58:27.569189730,West,A,46.11,8,344.88
2023-07-22 00:48:58.579526508,West,A,37.07,2,72.78
2023-07-22 06:39:29.589863288,West,B,20.83,3,66.83
2023-07-22 12:30:00.600200066,South,D,82.63,6,500.58
2023-07-22 18:20:31.610536846,West,B,62.78,1,60.62
2023-07-23 00:11:02.620873624,South,D,48.44,7,373.31
2023-07-23 06:01:33.631210404,West,B,81.38,7,556.32
2023-07-23 11:52:04.641547182,East,A,73.9,8,551.05
2023-07-23 17:42:35.651883960,North,D,77.64,7,547.97
2023-07-23 23:33:06.662220740,East,B,82.67,8,670.76
2023-07-24 05:23:37.672557518,South,C,98.58,6,624.1
2023-07-24 11:14:08.682894298,West,B,50.54,9,484.36
2023-07-24 17:04:39.693231076,East,B,76.26,6,456.21
2023-07-24 22:55:10.703567856,East,C,79.15,6,494.61
2023-07-25 04:45:41.713904634,North,B,44.67,2,93.47
2023-07-25 10:36:12.724241414,West,C,41.64,1,42.31
2023-07-25 16:26:43.734578192,East,B,26.31,6,162.61
2023-07-25 22:17:14.744914972,West,D,73.3,10,703.55
2023-07-26 04:07:45.755251750,South,D,21.82,9,205.31
2023-07-26 09:58:16.765588530,East,B,29.95,6,178.71
2023-07-26 15:48:47.775925308,North,A,31.46,5,149.0
2023-07-26 21:39:18.786262086,South,A,74.91,7,502.68
2023-07-27 03:29:49.796598866,North,C,61.56,9,568.73
2023-07-27 09:20:20.806935644,West,B,79.99,2,163.11
2023-07-27 15:10:51.817272424,West,D,80.82,3,236.05
2023-07-27 21:01:22.827609202,North,B,97.17,6,599.58
2023-07-28 02:51:53.837945982,East,C,35.22,9,332.05
2023-07-28 08:42:24.848282760,North,D,97.97,2,195.68
2023-07-28 14:32:55.858619540,South,A,48.26,9,410.62
2023-07-28 20:23:26.868956320,East,B,19.37,9,167.39
2023-07-29 02:13:57.879293096,North,D,32.25,7,229.5
2023-07-29 08:04:28.889629876,East,C,48.56,9,443.89
2023-07-29 13:54:59.899966656,South,B,25.25,3,72.69
2023-07-29 19:45:30.910303436,North,D,90.8,3,271.85
2023-07-30 01:36:01.920640212,North,A,52.75,6,333.99
2023-07-30 07:26:32.930976992,North,B,24.6,5,131.91
2023-07-30 13:17:03.941313772,East,B,87.25,3,266.22
2023-07-30 19:07:34.951650548,North,C,45.37,9,415.3
2023-07-31 00:58:05.961987328,East,D,47.04,9,424.48
2023-07-31 06:48:36.972324108,South,C,11.52,6,69.53
2023-07-31 12:39:07.982660888,West,B,54.1,3,169.6
2023-07-31 18:29:38.992997664,West,A,15.07,10,150.24
2023-08-01 00:20:10.003334444,East,A,61.19,6,355.47
2023-08-01 06:10:41.013671224,East,A,22.8,9,203.15
2023-08-01 12:01:12.024008004,East,D,65.78,8,493.45
2023-08-01 17:51:43.034344780,North,B,18.83,6,101.85
2023-08-01 23:42:14.044681560,North,D,87.25,1,83.68
2023-08-02 05:32:45.055018340,West,A,15.65,7,104.7
2023-08-02 11:23:16.065355116,South,B,90.98,3,287.59
2023-08-02 17:13:47.075691896,North,D,73.2,1,70.84
2023-08-02 23:04:18.086028676,South,C,72.08,3,207.83
2023-08-03 04:54:49.096365456,West,A,14.13,10,132.12
2023-08-03 10:45:20.106702232,West,C,34.62,1,33.93
2023-08-03 16:35:51.117039012,East,D,54.78,9,502.77
2023-08-03 22:26:22.127375792,West,C,51.47,3,167.97
2023-08-04 04:16:53.137712572,North,B,53.2,8,414.05
2023-08-04 10:07:24.148049348,South,C,28.22,10,282.26
2023-08-04 15:57:55.158386128,North,A,50.1,8,410.88
2023-08-04 21:48:26.168722908,North,B,51.84,5,268.88
2023-08-05 03:38:57.179059688,South,A,98.82,4,422.11
2023-08-05 09:29:28.189396464,East,D,53.7,4,206.68
2023-08-05 15:19:59.199733244,West,D,73.88,9,659.29
2023-08-05 21:10:30.210070024,West,B,55.77,7,390.0
2023-08-06 03:01:01.220406800,East,D,35.65,1,36.23
2023-08-06 08:51:32.230743580,East,D,87.69,2,187.73
2023-08-06 14:42:03.241080360,South,D,39.39,7,271.62
2023-08-06 20:32:34.251417140,North,D,26.76,5,142.12
2023-08-07 02:23:05.261753916,East,A,81.23,10,839.91
2023-08-07 08:13:36.272090696,North,D,24.53,6,145.48
2023-08-07 14:04:07.282427476,South,D,75.87,10,761.81
2023-08-07 19:54:38.292764256,East,C,18.1,2,34.39
2023-08-08 01:45:09.303101032,West,B,16.71,8,138.23
